Team,,,,,Team,,,,,,,,,,,,,,,Opponent,,,,,,,,,,,,
Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
145,2018-10-26,DAL,@,TOR,L 107-116,240,38,92,0.413,26,62,0.419,12,30,0.4,19,24,0.792,107,44,91,0.484,33,64,0.516,11,27,0.407,17,20,0.85,116
146,2018-10-26,TOR,,DAL,W 116-107,240,44,91,0.484,33,64,0.516,11,27,0.407,17,20,0.85,116,38,92,0.413,26,62,0.419,12,30,0.4,19,24,0.792,107
147,2018-10-27,ATL,,CHI,L 85-97,240,27,84,0.321,15,44,0.341,12,40,0.3,19,23,0.826,85,36,83,0.434,24,50,0.48,12,33,0.364,13,16,0.813,97
148,2018-10-27,CHI,@,ATL,W 97-85,240,36,83,0.434,24,50,0.48,12,33,0.364,13,16,0.813,97,27,84,0.321,15,44,0.341,12,40,0.3,19,23,0.826,85
149,2018-10-27,CLE,,IND,L 107-119,240,40,86,0.465,33,61,0.541,7,25,0.28,20,22,0.909,107,48,74,0.649,43,61,0.705,5,13,0.385,18,26,0.692,119
150,2018-10-27,IND,@,CLE,W 119-107,240,48,74,0.649,43,61,0.705,5,13,0.385,18,26,0.692,119,40,86,0.465,33,61,0.541,7,25,0.28,20,22,0.909,107
151,2018-10-27,BOS,@,DET,W 109-89,240,39,86,0.453,25,52,0.481,14,34,0.412,17,25,0.68,109,33,89,0.371,26,52,0.5,7,37,0.189,16,20,0.8,89
152,2018-10-27,DET,,BOS,L 89-109,240,33,89,0.371,26,52,0.5,7,37,0.189,16,20,0.8,89,39,86,0.453,25,52,0.481,14,34,0.412,17,25,0.68,109
153,2018-10-27,MEM,,PHO,W 117-96,240,44,79,0.557,35,53,0.66,9,26,0.346,20,22,0.909,117,36,78,0.462,27,45,0.6,9,33,0.273,15,19,0.789,96
154,2018-10-27,PHO,@,MEM,L 96-117,240,36,78,0.462,27,45,0.6,9,33,0.273,15,19,0.789,96,44,79,0.557,35,53,0.66,9,26,0.346,20,22,0.909,117
155,2018-10-27,MIA,,POR,W 120-111,240,44,96,0.458,29,57,0.509,15,39,0.385,17,26,0.654,120,37,88,0.42,25,55,0.455,12,33,0.364,25,28,0.893,111
156,2018-10-27,POR,@,MIA,L 111-120,240,37,88,0.42,25,55,0.455,12,33,0.364,25,28,0.893,111,44,96,0.458,29,57,0.509,15,39,0.385,17,26,0.654,120
157,2018-10-27,MIL,,ORL,W 113-91,240,41,82,0.5,31,52,0.596,10,30,0.333,21,23,0.913,113,33,101,0.327,23,58,0.397,10,43,0.233,15,17,0.882,91
158,2018-10-27,ORL,@,MIL,L 91-113,240,33,101,0.327,23,58,0.397,10,43,0.233,15,17,0.882,91,41,82,0.5,31,52,0.596,10,30,0.333,21,23,0.913,113
159,2018-10-27,NOP,,UTA,L 111-132,240,40,95,0.421,31,61,0.508,9,34,0.265,22,29,0.759,111,46,88,0.523,36,56,0.643,10,32,0.313,30,37,0.811,132
160,2018-10-27,UTA,@,NOP,W 132-111,240,46,88,0.523,36,56,0.643,10,32,0.313,30,37,0.811,132,40,95,0.421,31,61,0.508,9,34,0.265,22,29,0.759,111
161,2018-10-27,CHO,@,PHI,L 103-105,240,37,95,0.389,28,60,0.467,9,35,0.257,20,24,0.833,103,35,91,0.385,25,63,0.397,10,28,0.357,25,30,0.833,105
162,2018-10-27,PHI,,CHO,W 105-103,240,35,91,0.385,25,63,0.397,10,28,0.357,25,30,0.833,105,37,95,0.389,28,60,0.467,9,35,0.257,20,24,0.833,103
163,2018-10-27,LAL,@,SAS,L 106-110,240,41,86,0.477,28,53,0.528,13,33,0.394,11,18,0.611,106,44,91,0.484,41,75,0.547,3,16,0.188,19,24,0.792,110
164,2018-10-27,SAS,,LAL,W 110-106,240,44,91,0.484,41,75,0.547,3,16,0.188,19,24,0.792,110,41,86,0.477,28,53,0.528,13,33,0.394,11,18,0.611,106
165,2018-10-28,BRK,,GSW,L 114-120,240,42,87,0.483,22,45,0.489,20,42,0.476,10,15,0.667,114,44,89,0.494,33,56,0.589,11,33,0.333,21,24,0.875,120
166,2018-10-28,GSW,@,BRK,W 120-114,240,44,89,0.494,33,56,0.589,11,33,0.333,21,24,0.875,120,42,87,0.483,22,45,0.489,20,42,0.476,10,15,0.667,114
167,2018-10-28,DAL,,UTA,L 104-113,240,38,91,0.418,29,63,0.46,9,28,0.321,19,25,0.76,104,42,80,0.525,32,55,0.582,10,25,0.4,19,22,0.864,113
168,2018-10-28,UTA,@,DAL,W 113-104,240,42,80,0.525,32,55,0.582,10,25,0.4,19,22,0.864,113,38,91,0.418,29,63,0.46,9,28,0.321,19,25,0.76,104
169,2018-10-28,LAC,,WAS,W 136-104,240,56,103,0.544,40,74,0.541,16,29,0.552,8,13,0.615,136,38,97,0.392,33,70,0.471,5,27,0.185,23,28,0.821,104
170,2018-10-28,WAS,@,LAC,L 104-136,240,38,97,0.392,33,70,0.471,5,27,0.185,23,28,0.821,104,56,103,0.544,40,74,0.541,16,29,0.552,8,13,0.615,136
171,2018-10-28,OKC,,PHO,W 117-110,240,43,85,0.506,36,61,0.59,7,24,0.292,24,35,0.686,117,38,86,0.442,30,59,0.508,8,27,0.296,26,27,0.963,110
172,2018-10-28,PHO,@,OKC,L 110-117,240,38,86,0.442,30,59,0.508,8,27,0.296,26,27,0.963,110,43,85,0.506,36,61,0.59,7,24,0.292,24,35,0.686,117
173,2018-10-29,CHI,,GSW,L 124-149,240,46,94,0.489,35,59,0.593,11,35,0.314,21,34,0.618,124,53,96,0.552,29,51,0.569,24,45,0.533,19,26,0.731,149
174,2018-10-29,GSW,@,CHI,W 149-124,240,53,96,0.552,29,51,0.569,24,45,0.533,19,26,0.731,149,46,94,0.489,35,59,0.593,11,35,0.314,21,34,0.618,124
175,2018-10-29,DEN,,NOP,W 116-111,240,42,93,0.452,31,58,0.534,11,35,0.314,21,23,0.913,116,43,82,0.524,32,58,0.552,11,24,0.458,14,20,0.7,111
176,2018-10-29,NOP,@,DEN,L 111-116,240,43,82,0.524,32,58,0.552,11,24,0.458,14,20,0.7,111,42,93,0.452,31,58,0.534,11,35,0.314,21,23,0.913,116
177,2018-10-29,IND,,POR,L 93-103,240,37,90,0.411,31,71,0.437,6,19,0.316,13,20,0.65,93,38,78,0.487,28,52,0.538,10,26,0.385,17,18,0.944,103
178,2018-10-29,POR,@,IND,W 103-93,240,38,78,0.487,28,52,0.538,10,26,0.385,17,18,0.944,103,37,90,0.411,31,71,0.437,6,19,0.316,13,20,0.65,93
179,2018-10-29,MIA,,SAC,L 113-123,240,38,92,0.413,25,53,0.472,13,39,0.333,24,34,0.706,113,48,97,0.495,36,71,0.507,12,26,0.462,15,25,0.6,123
180,2018-10-29,SAC,@,MIA,W 123-113,240,48,97,0.495,36,71,0.507,12,26,0.462,15,25,0.6,123,38,92,0.413,25,53,0.472,13,39,0.333,24,34,0.706,113
181,2018-10-29,MIL,,TOR,W 124-109,240,45,92,0.489,26,47,0.553,19,45,0.422,15,19,0.789,124,39,103,0.379,30,58,0.517,9,45,0.2,22,28,0.786,109
182,2018-10-29,TOR,@,MIL,L 109-124,240,39,103,0.379,30,58,0.517,9,45,0.2,22,28,0.786,109,45,92,0.489,26,47,0.553,19,45,0.422,15,19,0.789,124
183,2018-10-29,LAL,@,MIN,L 120-124,240,49,104,0.471,37,71,0.521,12,33,0.364,10,15,0.667,120,42,98,0.429,28,69,0.406,14,29,0.483,26,30,0.867,124
184,2018-10-29,MIN,,LAL,W 124-120,240,42,98,0.429,28,69,0.406,14,29,0.483,26,30,0.867,124,49,104,0.471,37,71,0.521,12,33,0.364,10,15,0.667,120
185,2018-10-29,BRK,@,NYK,L 96-115,240,34,84,0.405,23,46,0.5,11,38,0.289,17,22,0.773,96,45,92,0.489,36,68,0.529,9,24,0.375,16,18,0.889,115
186,2018-10-29,NYK,,BRK,W 115-96,240,45,92,0.489,36,68,0.529,9,24,0.375,16,18,0.889,115,34,84,0.405,23,46,0.5,11,38,0.289,17,22,0.773,96
187,2018-10-29,ATL,@,PHI,L 92-113,240,35,94,0.372,27,57,0.474,8,37,0.216,14,21,0.667,92,41,99,0.414,27,52,0.519,14,47,0.298,17,18,0.944,113
188,2018-10-29,PHI,,ATL,W 113-92,240,41,99,0.414,27,52,0.519,14,47,0.298,17,18,0.944,113,35,94,0.372,27,57,0.474,8,37,0.216,14,21,0.667,92
189,2018-10-29,DAL,@,SAS,L 108-113 (OT),265,43,91,0.473,33,57,0.579,10,34,0.294,12,17,0.706,108,42,91,0.462,33,71,0.465,9,20,0.45,20,21,0.952,113
190,2018-10-29,SAS,,DAL,W 113-108 (OT),265,42,91,0.462,33,71,0.465,9,20,0.45,20,21,0.952,113,43,91,0.473,33,57,0.579,10,34,0.294,12,17,0.706,108
191,2018-10-30,BOS,,DET,W 108-105,240,37,84,0.44,28,53,0.528,9,31,0.29,25,32,0.781,108,37,88,0.42,29,58,0.5,8,30,0.267,23,27,0.852,105
192,2018-10-30,DET,@,BOS,L 105-108,240,37,88,0.42,29,58,0.5,8,30,0.267,23,27,0.852,105,37,84,0.44,28,53,0.528,9,31,0.29,25,32,0.781,108
193,2018-10-30,CHO,,MIA,W 125-113,240,44,81,0.543,31,53,0.585,13,28,0.464,24,29,0.828,125,41,87,0.471,30,59,0.508,11,28,0.393,20,24,0.833,113
194,2018-10-30,MIA,@,CHO,L 113-125,240,41,87,0.471,30,59,0.508,11,28,0.393,20,24,0.833,113,44,81,0.543,31,53,0.585,13,28,0.464,24,29,0.828,125
195,2018-10-30,ATL,@,CLE,L 114-136,240,44,82,0.537,29,47,0.617,15,35,0.429,11,17,0.647,114,45,90,0.5,32,65,0.492,13,25,0.52,33,43,0.767,136
196,2018-10-30,CLE,,ATL,W 136-114,240,45,90,0.5,32,65,0.492,13,25,0.52,33,43,0.767,136,44,82,0.537,29,47,0.617,15,35,0.429,11,17,0.647,114
197,2018-10-30,HOU,,POR,L 85-104,240,31,96,0.323,21,53,0.396,10,43,0.233,13,23,0.565,85,38,80,0.475,30,60,0.5,8,20,0.4,20,23,0.87,104
198,2018-10-30,POR,@,HOU,W 104-85,240,38,80,0.475,30,60,0.5,8,20,0.4,20,23,0.87,104,31,96,0.323,21,53,0.396,10,43,0.233,13,23,0.565,85
199,2018-10-30,MEM,,WAS,W 107-95,240,36,74,0.486,23,46,0.5,13,28,0.464,22,31,0.71,107,32,74,0.432,18,39,0.462,14,35,0.4,17,20,0.85,95
200,2018-10-30,WAS,@,MEM,L 95-107,240,32,74,0.432,18,39,0.462,14,35,0.4,17,20,0.85,95,36,74,0.486,23,46,0.5,13,28,0.464,22,31,0.71,107
201,2018-10-30,LAC,@,OKC,L 110-128,240,35,74,0.473,28,54,0.519,7,20,0.35,33,43,0.767,110,48,94,0.511,39,77,0.506,9,17,0.529,23,32,0.719,128
202,2018-10-30,OKC,,LAC,W 128-110,240,48,94,0.511,39,77,0.506,9,17,0.529,23,32,0.719,128,35,74,0.473,28,54,0.519,7,20,0.35,33,43,0.767,110
203,2018-10-30,ORL,,SAC,L 99-107,240,36,91,0.396,25,48,0.521,11,43,0.256,16,22,0.727,99,41,84,0.488,33,62,0.532,8,22,0.364,17,26,0.654,107
204,2018-10-30,SAC,@,ORL,W 107-99,240,41,84,0.488,33,62,0.532,8,22,0.364,17,26,0.654,107,36,91,0.396,25,48,0.521,11,43,0.256,16,22,0.727,99
205,2018-10-30,PHI,@,TOR,L 112-129,240,38,91,0.418,24,51,0.471,14,40,0.35,22,30,0.733,112,47,92,0.511,36,65,0.554,11,27,0.407,24,28,0.857,129
206,2018-10-30,TOR,,PHI,W 129-112,240,47,92,0.511,36,65,0.554,11,27,0.407,24,28,0.857,129,38,91,0.418,24,51,0.471,14,40,0.35,22,30,0.733,112
207,2018-10-31,BRK,,DET,W 120-119 (OT),265,43,101,0.426,31,63,0.492,12,38,0.316,22,30,0.733,120,39,93,0.419,28,59,0.475,11,34,0.324,30,39,0.769,119
208,2018-10-31,DET,@,BRK,L 119-120 (OT),265,39,93,0.419,28,59,0.475,11,34,0.324,30,39,0.769,119,43,101,0.426,31,63,0.492,12,38,0.316,22,30,0.733,120
209,2018-10-31,CHI,,DEN,L 107-108 (OT),265,39,92,0.424,23,58,0.397,16,34,0.471,13,18,0.722,107,45,99,0.455,38,73,0.521,7,26,0.269,11,18,0.611,108
210,2018-10-31,DEN,@,CHI,W 108-107 (OT),265,45,99,0.455,38,73,0.521,7,26,0.269,11,18,0.611,108,39,92,0.424,23,58,0.397,16,34,0.471,13,18,0.722,107
211,2018-10-31,GSW,,NOP,W 131-121,240,47,89,0.528,31,57,0.544,16,32,0.5,21,30,0.7,131,44,92,0.478,32,57,0.561,12,35,0.343,21,27,0.778,121
212,2018-10-31,NOP,@,GSW,L 121-131,240,44,92,0.478,32,57,0.561,12,35,0.343,21,27,0.778,121,47,89,0.528,31,57,0.544,16,32,0.5,21,30,0.7,131
213,2018-10-31,DAL,@,LAL,L 113-114,240,43,86,0.5,30,57,0.526,13,29,0.448,14,19,0.737,113,43,84,0.512,33,67,0.493,10,17,0.588,18,24,0.75,114
214,2018-10-31,LAL,,DAL,W 114-113,240,43,84,0.512,33,67,0.493,10,17,0.588,18,24,0.75,114,43,86,0.5,30,57,0.526,13,29,0.448,14,19,0.737,113
215,2018-10-31,MIN,,UTA,W 128-125,240,50,86,0.581,38,61,0.623,12,25,0.48,16,24,0.667,128,47,97,0.485,34,67,0.507,13,30,0.433,18,30,0.6,125
216,2018-10-31,UTA,@,MIN,L 125-128,240,47,97,0.485,34,67,0.507,13,30,0.433,18,30,0.6,125,50,86,0.581,38,61,0.623,12,25,0.48,16,24,0.667,128
217,2018-10-31,IND,@,NYK,W 107-101,240,45,83,0.542,39,63,0.619,6,20,0.3,11,17,0.647,107,34,79,0.43,22,54,0.407,12,25,0.48,21,24,0.875,101
218,2018-10-31,NYK,,IND,L 101-107,240,34,79,0.43,22,54,0.407,12,25,0.48,21,24,0.875,101,45,83,0.542,39,63,0.619,6,20,0.3,11,17,0.647,107
219,2018-10-31,PHO,,SAS,L 90-120,240,35,90,0.389,29,66,0.439,6,24,0.25,14,18,0.778,90,46,83,0.554,42,65,0.646,4,18,0.222,24,26,0.923,120
220,2018-10-31,SAS,@,PHO,W 120-90,240,46,83,0.554,42,65,0.646,4,18,0.222,24,26,0.923,120,35,90,0.389,29,66,0.439,6,24,0.25,14,18,0.778,90
221,2018-11-01,ATL,,SAC,L 115-146,240,42,87,0.483,34,56,0.607,8,31,0.258,23,34,0.676,115,53,98,0.541,39,63,0.619,14,35,0.4,26,32,0.813,146
222,2018-11-01,SAC,@,ATL,W 146-115,240,53,98,0.541,39,63,0.619,14,35,0.4,26,32,0.813,146,42,87,0.483,34,56,0.607,8,31,0.258,23,34,0.676,115
223,2018-11-01,BOS,,MIL,W 117-113,240,41,92,0.446,17,37,0.459,24,55,0.436,11,13,0.846,117,41,85,0.482,32,56,0.571,9,29,0.31,22,30,0.733,113
224,2018-11-01,MIL,@,BOS,L 113-117,240,41,85,0.482,32,56,0.571,9,29,0.31,22,30,0.733,113,41,92,0.446,17,37,0.459,24,55,0.436,11,13,0.846,117
225,2018-11-01,CHO,,OKC,L 107-111,240,38,93,0.409,27,52,0.519,11,41,0.268,20,22,0.909,107,41,96,0.427,33,59,0.559,8,37,0.216,21,29,0.724,111
226,2018-11-01,OKC,@,CHO,W 111-107,240,41,96,0.427,33,59,0.559,8,37,0.216,21,29,0.724,111,38,93,0.409,27,52,0.519,11,41,0.268,20,22,0.909,107
227,2018-11-01,CLE,,DEN,L 91-110,240,34,83,0.41,29,65,0.446,5,18,0.278,18,19,0.947,91,41,85,0.482,31,59,0.525,10,26,0.385,18,21,0.857,110
228,2018-11-01,DEN,@,CLE,W 110-91,240,41,85,0.482,31,59,0.525,10,26,0.385,18,21,0.857,110,34,83,0.41,29,65,0.446,5,18,0.278,18,19,0.947,91
229,2018-11-01,LAC,@,PHI,L 113-122,240,38,86,0.442,29,63,0.46,9,23,0.391,28,33,0.848,113,44,93,0.473,31,66,0.47,13,27,0.481,21,28,0.75,122
230,2018-11-01,PHI,,LAC,W 122-113,240,44,93,0.473,31,66,0.47,13,27,0.481,21,28,0.75,122,38,86,0.442,29,63,0.46,9,23,0.391,28,33,0.848,113
231,2018-11-01,NOP,@,POR,L 119-132,240,40,94,0.426,32,65,0.492,8,29,0.276,31,37,0.838,119,44,87,0.506,26,52,0.5,18,35,0.514,26,31,0.839,132
232,2018-11-01,POR,,NOP,W 132-119,240,44,87,0.506,26,52,0.5,18,35,0.514,26,31,0.839,132,40,94,0.426,32,65,0.492,8,29,0.276,31,37,0.838,119
233,2018-11-02,BRK,,HOU,L 111-119,240,42,85,0.494,27,51,0.529,15,34,0.441,12,20,0.6,111,41,83,0.494,26,44,0.591,15,39,0.385,22,32,0.688,119
234,2018-11-02,HOU,@,BRK,W 119-111,240,41,83,0.494,26,44,0.591,15,39,0.385,22,32,0.688,119,42,85,0.494,27,51,0.529,15,34,0.441,12,20,0.6,111
235,2018-11-02,CHI,,IND,L 105-107,240,42,89,0.472,29,58,0.5,13,31,0.419,8,9,0.889,105,40,85,0.471,33,59,0.559,7,26,0.269,20,22,0.909,107
236,2018-11-02,IND,@,CHI,W 107-105,240,40,85,0.471,33,59,0.559,7,26,0.269,20,22,0.909,107,42,89,0.472,29,58,0.5,13,31,0.419,8,9,0.889,105
237,2018-11-02,DAL,,NYK,L 106-118,240,40,81,0.494,29,52,0.558,11,29,0.379,15,24,0.625,106,46,84,0.548,39,55,0.709,7,29,0.241,19,26,0.731,118
238,2018-11-02,NYK,@,DAL,W 118-106,240,46,84,0.548,39,55,0.709,7,29,0.241,19,26,0.731,118,40,81,0.494,29,52,0.558,11,29,0.379,15,24,0.625,106
239,2018-11-02,GSW,,MIN,W 116-99,240,43,88,0.489,30,54,0.556,13,34,0.382,17,22,0.773,116,38,101,0.376,25,56,0.446,13,45,0.289,10,14,0.714,99
240,2018-11-02,MIN,@,GSW,L 99-116,240,38,101,0.376,25,56,0.446,13,45,0.289,10,14,0.714,99,43,88,0.489,30,54,0.556,13,34,0.382,17,22,0.773,116
241,2018-11-02,LAC,@,ORL,W 120-95,240,41,86,0.477,28,60,0.467,13,26,0.5,25,33,0.758,120,40,90,0.444,36,73,0.493,4,17,0.235,11,19,0.579,95
242,2018-11-02,ORL,,LAC,L 95-120,240,40,90,0.444,36,73,0.493,4,17,0.235,11,19,0.579,95,41,86,0.477,28,60,0.467,13,26,0.5,25,33,0.758,120
243,2018-11-02,PHO,,TOR,L 98-107,240,40,91,0.44,32,65,0.492,8,26,0.308,10,18,0.556,98,41,81,0.506,29,48,0.604,12,33,0.364,13,21,0.619,107
244,2018-11-02,TOR,@,PHO,W 107-98,240,41,81,0.506,29,48,0.604,12,33,0.364,13,21,0.619,107,40,91,0.44,32,65,0.492,8,26,0.308,10,18,0.556,98
245,2018-11-02,MEM,@,UTA,W 110-100,240,38,75,0.507,25,49,0.51,13,26,0.5,21,34,0.618,110,36,77,0.468,22,41,0.537,14,36,0.389,14,25,0.56,100
246,2018-11-02,UTA,,MEM,L 100-110,240,36,77,0.468,22,41,0.537,14,36,0.389,14,25,0.56,100,38,75,0.507,25,49,0.51,13,26,0.5,21,34,0.618,110
247,2018-11-02,OKC,@,WAS,W 134-111,240,49,86,0.57,34,54,0.63,15,32,0.469,21,26,0.808,134,44,86,0.512,35,56,0.625,9,30,0.3,14,18,0.778,111
248,2018-11-02,WAS,,OKC,L 111-134,240,44,86,0.512,35,56,0.625,9,30,0.3,14,18,0.778,111,49,86,0.57,34,54,0.63,15,32,0.469,21,26,0.808,134
249,2018-11-03,ATL,,MIA,W 123-118,240,46,88,0.523,33,56,0.589,13,32,0.406,18,23,0.783,123,41,85,0.482,25,45,0.556,16,40,0.4,20,26,0.769,118
250,2018-11-03,MIA,@,ATL,L 118-123,240,41,85,0.482,25,45,0.556,16,40,0.4,20,26,0.769,118,46,88,0.523,33,56,0.589,13,32,0.406,18,23,0.783,123
251,2018-11-03,CHI,,HOU,L 88-96,240,28,71,0.394,22,48,0.458,6,23,0.261,26,27,0.963,88,35,83,0.422,22,41,0.537,13,42,0.31,13,20,0.65,96
252,2018-11-03,HOU,@,CHI,W 96-88,240,35,83,0.422,22,41,0.537,13,42,0.31,13,20,0.65,96,28,71,0.394,22,48,0.458,6,23,0.261,26,27,0.963,88
253,2018-11-03,CHO,,CLE,W 126-94,240,52,91,0.571,42,61,0.689,10,30,0.333,12,13,0.923,126,35,81,0.432,25,55,0.455,10,26,0.385,14,15,0.933,94
254,2018-11-03,CLE,@,CHO,L 94-126,240,35,81,0.432,25,55,0.455,10,26,0.385,14,15,0.933,94,52,91,0.571,42,61,0.689,10,30,0.333,12,13,0.923,126
255,2018-11-03,DEN,,UTA,W 103-88,240,41,83,0.494,32,55,0.582,9,28,0.321,12,19,0.632,103,33,81,0.407,27,50,0.54,6,31,0.194,16,24,0.667,88
256,2018-11-03,UTA,@,DEN,L 88-103,240,33,81,0.407,27,50,0.54,6,31,0.194,16,24,0.667,88,41,83,0.494,32,55,0.582,9,28,0.321,12,19,0.632,103
257,2018-11-03,BOS,@,IND,L 101-102,240,38,88,0.432,19,42,0.452,19,46,0.413,6,9,0.667,101,36,86,0.419,25,54,0.463,11,32,0.344,19,25,0.76,102
258,2018-11-03,IND,,BOS,W 102-101,240,36,86,0.419,25,54,0.463,11,32,0.344,19,25,0.76,102,38,88,0.432,19,42,0.452,19,46,0.413,6,9,0.667,101
259,2018-11-03,DET,@,PHI,L 99-109,240,33,83,0.398,28,53,0.528,5,30,0.167,28,41,0.683,99,28,69,0.406,19,40,0.475,9,29,0.31,44,51,0.863,109
260,2018-11-03,PHI,,DET,W 109-99,240,28,69,0.406,19,40,0.475,9,29,0.31,44,51,0.863,109,33,83,0.398,28,53,0.528,5,30,0.167,28,41,0.683,99
261,2018-11-03,LAL,@,POR,W 114-110,240,45,86,0.523,37,65,0.569,8,21,0.381,16,25,0.64,114,44,104,0.423,38,69,0.551,6,35,0.171,16,22,0.727,110
262,2018-11-03,POR,,LAL,L 110-114,240,44,104,0.423,38,69,0.551,6,35,0.171,16,22,0.727,110,45,86,0.523,37,65,0.569,8,21,0.381,16,25,0.64,114
263,2018-11-03,NOP,@,SAS,L 95-109,240,36,77,0.468,30,56,0.536,6,21,0.286,17,30,0.567,95,45,96,0.469,37,73,0.507,8,23,0.348,11,14,0.786,109
264,2018-11-03,SAS,,NOP,W 109-95,240,45,96,0.469,37,73,0.507,8,23,0.348,11,14,0.786,109,36,77,0.468,30,56,0.536,6,21,0.286,17,30,0.567,95
265,2018-11-04,BRK,,PHI,W 122-97,240,50,105,0.476,41,77,0.532,9,28,0.321,13,18,0.722,122,31,65,0.477,27,45,0.6,4,20,0.2,31,41,0.756,97
266,2018-11-04,PHI,@,BRK,L 97-122,240,31,65,0.477,27,45,0.6,4,20,0.2,31,41,0.756,97,50,105,0.476,41,77,0.532,9,28,0.321,13,18,0.722,122
267,2018-11-04,LAL,,TOR,L 107-121,240,39,85,0.459,33,61,0.541,6,24,0.25,23,29,0.793,107,49,98,0.5,39,63,0.619,10,35,0.286,13,14,0.929,121
268,2018-11-04,TOR,@,LAL,W 121-107,240,49,98,0.5,39,63,0.619,10,35,0.286,13,14,0.929,121,39,85,0.459,33,61,0.541,6,24,0.25,23,29,0.793,107
269,2018-11-04,MIL,,SAC,W 144-109,240,46,95,0.484,24,39,0.615,22,56,0.393,30,33,0.909,144,42,95,0.442,28,59,0.475,14,36,0.389,11,22,0.5,109
270,2018-11-04,SAC,@,MIL,L 109-144,240,42,95,0.442,28,59,0.475,14,36,0.389,11,22,0.5,109,46,95,0.484,24,39,0.615,22,56,0.393,30,33,0.909,144
271,2018-11-04,MEM,@,PHO,L 100-102,240,36,76,0.474,29,53,0.547,7,23,0.304,21,29,0.724,100,33,64,0.516,19,32,0.594,14,32,0.438,22,26,0.846,102
272,2018-11-04,PHO,,MEM,W 102-100,240,33,64,0.516,19,32,0.594,14,32,0.438,22,26,0.846,102,36,76,0.474,29,53,0.547,7,23,0.304,21,29,0.724,100
273,2018-11-04,MIN,@,POR,L 81-111,240,29,93,0.312,22,63,0.349,7,30,0.233,16,21,0.762,81,38,86,0.442,31,58,0.534,7,28,0.25,28,32,0.875,111
274,2018-11-04,POR,,MIN,W 111-81,240,38,86,0.442,31,58,0.534,7,28,0.25,28,32,0.875,111,29,93,0.312,22,63,0.349,7,30,0.233,16,21,0.762,81
275,2018-11-04,ORL,@,SAS,W 117-110,240,46,91,0.505,34,59,0.576,12,32,0.375,13,18,0.722,117,38,88,0.432,26,53,0.491,12,35,0.343,22,25,0.88,110
276,2018-11-04,SAS,,ORL,L 110-117,240,38,88,0.432,26,53,0.491,12,35,0.343,22,25,0.88,110,46,91,0.505,34,59,0.576,12,32,0.375,13,18,0.722,117
277,2018-11-04,NYK,@,WAS,L 95-108,240,39,93,0.419,34,66,0.515,5,27,0.185,12,16,0.75,95,36,83,0.434,30,57,0.526,6,26,0.231,30,39,0.769,108
278,2018-11-04,WAS,,NYK,W 108-95,240,36,83,0.434,30,57,0.526,6,26,0.231,30,39,0.769,108,39,93,0.419,34,66,0.515,5,27,0.185,12,16,0.75,95
279,2018-11-05,BOS,@,DEN,L 107-115,240,44,87,0.506,35,56,0.625,9,31,0.29,10,12,0.833,107,41,90,0.456,28,56,0.5,13,34,0.382,20,28,0.714,115
280,2018-11-05,DEN,,BOS,W 115-107,240,41,90,0.456,28,56,0.5,13,34,0.382,20,28,0.714,115,44,87,0.506,35,56,0.625,9,31,0.29,10,12,0.833,107
281,2018-11-05,DET,,MIA,L 115-120 (OT),265,43,105,0.41,32,70,0.457,11,35,0.314,18,28,0.643,115,44,98,0.449,32,67,0.478,12,31,0.387,20,31,0.645,120
282,2018-11-05,MIA,@,DET,W 120-115 (OT),265,44,98,0.449,32,67,0.478,12,31,0.387,20,31,0.645,120,43,105,0.41,32,70,0.457,11,35,0.314,18,28,0.643,115
283,2018-11-05,GSW,,MEM,W 117-101,240,41,81,0.506,28,57,0.491,13,24,0.542,22,23,0.957,117,38,83,0.458,29,56,0.518,9,27,0.333,16,21,0.762,101
284,2018-11-05,MEM,@,GSW,L 101-117,240,38,83,0.458,29,56,0.518,9,27,0.333,16,21,0.762,101,41,81,0.506,28,57,0.491,13,24,0.542,22,23,0.957,117
285,2018-11-05,HOU,@,IND,W 98-94,240,34,76,0.447,19,29,0.655,15,47,0.319,15,16,0.938,98,33,75,0.44,25,47,0.532,8,28,0.286,20,30,0.667,94
286,2018-11-05,IND,,HOU,L 94-98,240,33,75,0.44,25,47,0.532,8,28,0.286,20,30,0.667,94,34,76,0.447,19,29,0.655,15,47,0.319,15,16,0.938,98
287,2018-11-05,LAC,,MIN,W 120-109,240,43,88,0.489,29,57,0.509,14,31,0.452,20,22,0.909,120,40,85,0.471,35,64,0.547,5,21,0.238,24,30,0.8,109
288,2018-11-05,MIN,@,LAC,L 109-120,240,40,85,0.471,35,64,0.547,5,21,0.238,24,30,0.8,109,43,88,0.489,29,57,0.509,14,31,0.452,20,22,0.909,120
289,2018-11-05,CHI,@,NYK,W 116-115 (2OT),290,43,95,0.453,35,65,0.538,8,30,0.267,22,30,0.733,116,41,106,0.387,34,80,0.425,7,26,0.269,26,29,0.897,115
290,2018-11-05,NYK,,CHI,L 115-116 (2OT),290,41,106,0.387,34,80,0.425,7,26,0.269,26,29,0.897,115,43,95,0.453,35,65,0.538,8,30,0.267,22,30,0.733,116
